game_no,player_no,round_no,primal_type,kicker_type,kicker_len,combo_str,primal_str,current_str,up_str,down_str
26,3,8,0,0,0,,,TT,33345689J2,34556689TQQ
26,1,9,0,0,0,,,34556689TQQ,TT,33345689J2
26,2,9,1,0,0,3,3,33345689J2,4556689TQQ,TT
26,3,9,1,0,0,4,4,TT,3335689J2,4556689TQQ
26,1,10,1,0,0,T,T,4556689TQQ,T,3335689J2
26,2,10,1,0,0,Q,Q,3335689J2,4556689TQ,T
26,3,10,1,0,0,2,2,T,3335689J,4556689TQ
26,1,11,0,0,0,,,4556689TQ,T,3335689J
26,2,11,0,0,0,,,3335689J,4556689TQ,T
26,3,11,8,1,1,3335,333,T,689J,4556689TQ
26,1,12,0,0,0,,,4556689TQ,T,689J
26,2,12,0,0,0,,,689J,4556689TQ,T
26,3,12,1,0,0,J,J,T,689,4556689TQ
26,1,13,0,0,0,,,4556689TQ,T,689
26,2,13,1,0,0,Q,Q,689,4556689T,T
26,3,13,0,0,0,,,T,689,4556689T
26,1,14,0,0,0,,,4556689T,T,689
26,2,14,3,0,0,55,55,689,46689T,T
26,3,14,0,0,0,,,T,689,46689T
26,1,15,0,0,0,,,46689T,T,689
26,2,15,3,0,0,66,66,689,489T,T
26,3,15,0,0,0,,,T,689,489T
26,1,16,0,0,0,,,489T,T,689
26,2,16,1,0,0,T,T,689,489,T
26,3,16,0,0,0,,,T,689,489
26,1,17,0,0,0,,,489,T,689
27,1,1,2,0,0,3456789TJQK,3456789TJQK,3455689TTJQKAAA2S,69TQKA22B,334456777889JJQK2
27,2,1,0,0,0,,,334456777889JJQK2,3455689TTJQKAAA2S,69TQKA22B
27,3,1,0,0,0,,,69TQKA22B,334456777889JJQK2,3455689TTJQKAAA2S
27,1,2,1,0,0,6,6,3455689TTJQKAAA2S,9TQKA22B,334456777889JJQK2
27,2,2,1,0,0,2,2,334456777889JJQK2,3455689TTJQKAAAS,9TQKA22B
27,3,2,0,0,0,,,9TQKA22B,334456777889JJQK2,3455689TTJQKAAAS
27,1,3,1,0,0,B,B,3455689TTJQKAAAS,9TQKA22,334456777889JJQK2
27,2,3,0,0,0,,,334456777889JJQK2,3455689TTJQKAAAS,9TQKA22
27,3,3,0,0,0,,,9TQKA22,334456777889JJQK2,3455689TTJQKAAAS
27,1,4,1,0,0,9,9,3455689TTJQKAAAS,TQKA22,334456777889JJQK2
27,2,4,1,0,0,T,T,334456777889JJQK2,3455689TJQKAAAS,TQKA22
27,3,4,1,0,0,Q,Q,TQKA22,334456777889JJK2,3455689TJQKAAAS
27,1,5,1,0,0,K,K,3455689TJQKAAAS,TQA22,334456777889JJK2
27,2,5,1,0,0,A,A,334456777889JJK2,3455689TJQKAAS,TQA22
27,3,5,1,0,0,2,2,TQA22,334456777889JJK,3455689TJQKAAS
27,1,6,0,0,0,,,3455689TJQKAAS,TQA22,334456777889JJK
27,2,6,1,0,0,S,S,334456777889JJK,3455689TJQKAA,TQA22
27,3,6,0,0,0,,,TQA22,334456777889JJK,3455689TJQKAA
27,1,7,0,0,0,,,3455689TJQKAA,TQA22,334456777889JJK
27,2,7,3,0,0,55,55,334456777889JJK,34689TJQKAA,TQA22
27,3,7,3,0,0,77,77,TQA22,3344567889JJK,34689TJQKAA
27,1,8,3,0,0,22,22,34689TJQKAA,TQA,3344567889JJK
27,2,8,0,0,0,,,3344567889JJK,34689TJQKAA,TQA
27,3,8,0,0,0,,,TQA,3344567889JJK,34689TJQKAA
27,1,9,1,0,0,T,T,34689TJQKAA,QA,3344567889JJK
27,2,9,1,0,0,K,K,3344567889JJK,34689TJQAA,QA
27,3,9,0,0,0,,,QA,3344567889JJK,34689TJQAA
27,1,10,1,0,0,A,A,34689TJQAA,Q,3344567889JJK
28,1,1,2,0,0,456789TJQKA,456789TJQKA,3344556678899JQA2,69TJKKASB,3345778TTJQQKA222
28,2,1,0,0,0,,,3345778TTJQQKA222,3344556678899JQA2,69TJKKASB
28,3,1,0,0,0,,,69TJKKASB,3345778TTJQQKA222,3344556678899JQA2
28,1,2,1,0,0,6,6,3344556678899JQA2,9TJKKASB,3345778TTJQQKA222
28,2,2,1,0,0,7,7,3345778TTJQQKA222,334455668899JQA2,9TJKKASB
28,3,2,1,0,0,A,A,9TJKKASB,3345778TTJQQK222,334455668899JQA2
28,1,3,1,0,0,S,S,334455668899JQA2,9TJKKAB,3345778TTJQQK222
28,2,3,0,0,0,,,3345778TTJQQK222,334455668899JQA2,9TJKKAB
28,3,3,0,0,0,,,9TJKKAB,3345778TTJQQK222,334455668899JQA2
28,1,4,1,0,0,9,9,334455668899JQA2,TJKKAB,3345778TTJQQK222
28,2,4,1,0,0,2,2,3345778TTJQQK222,334455668899JQA,TJKKAB
28,3,4,0,0,0,,,TJKKAB,3345778TTJQQK222,334455668899JQA
28,1,5,1,0,0,B,B,334455668899JQA,TJKKA,3345778TTJQQK222
28,2,5,0,0,0,,,3345778TTJQQK222,334455668899JQA,TJKKA
28,3,5,0,0,0,,,TJKKA,3345778TTJQQK222,334455668899JQA
28,1,6,1,0,0,T,T,334455668899JQA,JKKA,3345778TTJQQK222
28,2,6,1,0,0,J,J,3345778TTJQQK222,334455668899QA,JKKA
28,3,6,1,0,0,K,K,JKKA,3345778TTJQQ222,334455668899QA
28,1,7,1,0,0,A,A,334455668899QA,JKK,3345778TTJQQ222
28,2,7,0,0,0,,,3345778TTJQQ222,334455668899QA,JKK
28,3,7,1,0,0,2,2,JKK,3345778TTJQQ22,334455668899QA
28,1,8,0,0,0,,,334455668899QA,JKK,3345778TTJQQ22
28,2,8,0,0,0,,,3345778TTJQQ22,334455668899QA,JKK
28,3,8,3,0,0,33,33,JKK,45778TTJQQ22,334455668899QA
28,1,9,3,0,0,KK,KK,334455668899QA,J,45778TTJQQ22
28,2,9,0,0,0,,,45778TTJQQ22,334455668899QA,J
28,3,9,3,0,0,22,22,J,45778TTJQQ,334455668899QA
28,1,10,0,0,0,,,334455668899QA,J,45778TTJQQ
28,2,10,0,0,0,,,45778TTJQQ,334455668899QA,J
28,3,10,3,0,0,77,77,J,458TTJQQ,334455668899QA
28,1,11,0,0,0,,,334455668899QA,J,458TTJQQ
28,2,11,3,0,0,88,88,458TTJQQ,3344556699QA,J
28,3,11,3,0,0,TT,TT,J,458JQQ,3344556699QA
28,1,12,0,0,0,,,3344556699QA,J,458JQQ
28,2,12,0,0,0,,,458JQQ,3344556699QA,J
28,3,12,1,0,0,J,J,J,458QQ,3344556699QA
28,1,13,0,0,0,,,3344556699QA,J,458QQ
28,2,13,1,0,0,Q,Q,458QQ,3344556699A,J
28,3,13,0,0,0,,,J,458QQ,3344556699A
28,1,14,0,0,0,,,3344556699A,J,458QQ
28,2,14,4,0,0,33445566,33445566,458QQ,99A,J
28,3,14,0,0,0,,,J,458QQ,99A
28,1,15,0,0,0,,,99A,J,458QQ
28,2,15,3,0,0,99,99,458QQ,A,J
28,3,15,3,0,0,QQ,QQ,J,458,A
28,1,16,0,0,0,,,A,J,458
29,1,1,2,0,0,34567,34567,33444588899TJJQQA,3577TJJQKA2222B,56667899TTQKKKAAS
29,2,1,2,0,0,89TJQ,89TJQ,56667899TTQKKKAAS,334445889JQA,3577TJJQKA2222B
29,3,1,0,0,0,,,3577TJJQKA2222B,56667899TTQKKKAAS,334445889JQA
29,1,2,2,0,0,TJQKA,TJQKA,334445889JQA,3577J2222B,56667899TTQKKKAAS
29,2,2,0,0,0,,,56667899TTQKKKAAS,334445889JQA,3577J2222B
29,3,2,0,0,0,,,3577J2222B,56667899TTQKKKAAS,334445889JQA
29,1,3,3,0,0,77,77,334445889JQA,35J2222B,56667899TTQKKKAAS
29,2,3,3,0,0,88,88,56667899TTQKKKAAS,3344459JQA,35J2222B
29,3,3,3,0,0,99,99,35J2222B,566678TTQKKKAAS,3344459JQA
29,1,4,7,0,0,2,2,3344459JQA,35J222B,566678TTQKKKAAS
29,2,4,0,0,0,,,566678TTQKKKAAS,3344459JQA,35J222B
29,3,4,0,0,0,,,35J222B,566678TTQKKKAAS,3344459JQA
29,1,5,8,1,1,3222,222,3344459JQA,5JB,566678TTQKKKAAS
29,2,5,0,0,0,,,566678TTQKKKAAS,3344459JQA,5JB
29,3,5,0,0,0,,,5JB,566678TTQKKKAAS,3344459JQA
29,1,6,1,0,0,5,5,3344459JQA,JB,566678TTQKKKAAS
29,2,6,1,0,0,9,9,566678TTQKKKAAS,334445JQA,JB
29,3,6,1,0,0,Q,Q,JB,566678TTKKKAAS,334445JQA
29,1,7,1,0,0,B,B,334445JQA,J,566678TTKKKAAS
30,1,1,2,0,0,345678,345678,3445677899TQQKA2S,4578TTTJJQKA2B,33566899JJQKKAA22
30,2,1,2,0,0,456789,456789,33566899JJQKKAA22,3479TQQKA2S,4578TTTJJQKA2B
30,3,1,0,0,0,,,4578TTTJJQKA2B,33566899JJQKKAA22,3479TQQKA2S
30,1,2,0,0,0,,,3479TQQKA2S,4578TTTJJQKA2B,33566899JJQKKAA22
30,2,2,1,0,0,3,3,33566899JJQKKAA22,479TQQKA2S,4578TTTJJQKA2B
30,3,2,1,0,0,2,2,4578TTTJJQKA2B,33566899JJQKKAA2,479TQQKA2S
30,1,3,1,0,0,B,B,479TQQKA2S,4578TTTJJQKA2,33566899JJQKKAA2
30,2,3,0,0,0,,,33566899JJQKKAA2,479TQQKA2S,4578TTTJJQKA2
30,3,3,0,0,0,,,4578TTTJJQKA2,33566899JJQKKAA2,479TQQKA2S
30,1,4,8,1,1,4TTT,TTT,479TQQKA2S,578JJQKA2,33566899JJQKKAA2
30,2,4,0,0,0,,,33566899JJQKKAA2,479TQQKA2S,578JJQKA2
30,3,4,0,0,0,,,578JJQKA2,33566899JJQKKAA2,479TQQKA2S
30,1,5,1,0,0,5,5,479TQQKA2S,78JJQKA2,33566899JJQKKAA2
30,2,5,1,0,0,7,7,33566899JJQKKAA2,49TQQKA2S,78JJQKA2
30,3,5,1,0,0,8,8,78JJQKA2,3356699JJQKKAA2,49TQQKA2S
30,1,6,1,0,0,J,J,49TQQKA2S,78JQKA2,3356699JJQKKAA2
30,2,6,1,0,0,Q,Q,3356699JJQKKAA2,49TQKA2S,78JQKA2
30,3,6,1,0,0,K,K,78JQKA2,3356699JJQKAA2,49TQKA2S
30,1,7,1,0,0,2,2,49TQKA2S,78JQKA,3356699JJQKAA2
30,2,7,1,0,0,S,S,3356699JJQKAA2,49TQKA2,78JQKA
30,3,7,0,0,0,,,78JQKA,3356699JJQKAA2,49TQKA2
30,1,8,0,0,0,,,49TQKA2,78JQKA,3356699JJQKAA2
30,2,8,1,0,0,4,4,3356699JJQKAA2,9TQKA2,78JQKA
30,3,8,1,0,0,K,K,78JQKA,3356699JJQAA2,9TQKA2
30,1,9,1,0,0,A,A,9TQKA2,78JQK,3356699JJQAA2
30,2,9,1,0,0,2,2,3356699JJQAA2,9TQKA,78JQK
30,3,9,0,0,0,,,78JQK,3356699JJQAA2,9TQKA
30,1,10,0,0,0,,,9TQKA,78JQK,3356699JJQAA2
30,2,10,1,0,0,9,9,3356699JJQAA2,TQKA,78JQK
30,3,10,1,0,0,Q,Q,78JQK,3356699JJAA2,TQKA
30,1,11,1,0,0,K,K,TQKA,78JQ,3356699JJAA2
30,2,11,1,0,0,A,A,3356699JJAA2,TQK,78JQ
30,3,11,1,0,0,2,2,78JQ,3356699JJAA,TQK
30,1,12,0,0,0,,,TQK,78JQ,3356699JJAA
30,2,12,0,0,0,,,3356699JJAA,TQK,78JQ
30,3,12,3,0,0,33,33,78JQ,56699JJAA,TQK
30,1,13,0,0,0,,,TQK,78JQ,56699JJAA
30,2,13,0,0,0,,,56699JJAA,TQK,78JQ
30,3,13,3,0,0,66,66,78JQ,599JJAA,TQK
30,1,14,0,0,0,,,TQK,78JQ,599JJAA
30,2,14,0,0,0,,,599JJAA,TQK,78JQ
30,3,14,1,0,0,9,9,78JQ,59JJAA,TQK
30,1,15,1,0,0,J,J,TQK,78Q,59JJAA
30,2,15,1,0,0,Q,Q,59JJAA,TK,78Q
30,3,15,1,0,0,A,A,78Q,59JJA,TK
30,1,16,0,0,0,,,TK,78Q,59JJA
30,2,16,0,0,0,,,59JJA,TK,78Q
30,3,16,1,0,0,9,9,78Q,5JJA,TK
30,1,17,1,0,0,Q,Q,TK,78,5JJA
30,2,17,1,0,0,K,K,5JJA,T,78
30,3,17,1,0,0,A,A,78,5JJ,T
30,1,18,0,0,0,,,T,78,5JJ
30,2,18,0,0,0,,,5JJ,T,78
30,3,18,1,0,0,5,5,78,JJ,T
